customer_id,loan_amount,term_months,purpose,application_date,city,state,country,channel,agent_id,campaign
798a3162-46c5-405f-be1a-e3696369e4a8,43313.83,12.0,Wedding,2025-01-30,Rachelfurt,Oklahoma,Samoa,Agent,e4dcfdb1-4684-4208-9f94-54bbc998cc9f,Summer2023
ab05a2e5-d2c1-4e9f-9545-cf48e4b8f048,29847.84,60.0,Home,2024-06-29,East Caitlyn,Iowa,,Agent,c139747c-373e-4084-a4e7-e9ca79ad3ebe,None
89b754f9-9142-43d4-ba2a-63d0fa594246,19391.17,60.0,Education,2023-03-10,Port Tammymouth,,Turks and Caicos Islands,Branch,b6cbb14f-15af-4b4c-97e2-c27143f9054e,FestiveBonanza
cd33387a-3d27-478d-8812-7aaccf3a5c31,15003.39,60.0,Education,2022-11-08,Tashaland,Louisiana,Monaco,Agent,b93d8a18-f7cf-4db3-8124-e01c81eefeff,None
e809cdea-6ff9-49d0-b9b2-fb866c3e2dc8,10957.93,36.0,Education,2023-07-01,West Jonathanburgh,South Carolina,Madagascar,Online,bbd450b7-4937-40b5-b8ba-c03e6221ab6f,FestiveBonanza
e7f30ff7-666c-4192-8b30-eea21c25e7eb,38328.11,60.0,Vacation,2025-01-16,Jessicaton,Maine,French Southern Territories,Online,939525d3-73f7-4fce-84e7-965f1b81b0d6,None
c3f4ce9e-8296-4ced-a759-f87209c02689,19940.48,48.0,,2025-05-01,New Sabrina,Alaska,,Agent,742f78aa-2f93-46df-8d8f-7671178c36d2,Summer2023
692f9613-496e-4cd0-8a33-27218b5e20a6,26052.5,,Vacation,2024-04-11,East Shannonville,New Jersey,Senegal,Agent,,None
2bc87b9f-a1cc-4702-807c-833ece44e38d,25123.95,48.0,Wedding,2025-05-06,Hopkinsport,Maine,Cape Verde,Branch,edef00f8-90e7-47e1-8f8d-cb45d41804ae,None
,29286.67,48.0,Car,2023-07-15,West Alexisland,Utah,San Marino,Branch,,Summer2023
4896ee31-d7ff-4164-ad57-136c3b5a40d9,43413.28,12.0,Vacation,2022-10-05,Caitlynview,Wisconsin,Egypt,Branch,545c304e-38f7-4813-85ed-8ae4b8257ab2,FestiveBonanza
dfc762fb-eaf4-4691-8649-5076e8385f4a,49056.23,24.0,Vacation,2023-02-24,North Johnmouth,Utah,Heard Island and McDonald Islands,Agent,efb01594-83d9-4551-bc5b-ea0d7bfdaeea,FestiveBonanza
edc9fbcf-6b13-4820-8f99-fe2e3a40bcec,20971.63,24.0,Home,2023-07-04,West Kyle,New Hampshire,Greece,Agent,f962cd43-7682-4059-b612-64878edf4992,None
3c6fe07a-ebc7-4ad3-8b40-de85bda557ad,41548.43,36.0,Vacation,2024-04-10,Jenniferberg,Connecticut,Gibraltar,Branch,d07ef134-9abc-44ac-9c56-d72605c6be20,None
ad8b3e85-4d99-4888-8986-b8288547ed92,38461.86,24.0,Home,2023-06-03,New Amberbury,North Carolina,Argentina,Online,2a58ac50-2845-4cb8-940e-15bd1180840d,None
a6940cbe-4281-49e6-a2eb-edb82c4581de,29102.92,60.0,Education,2023-08-10,South Tiffanyhaven,Connecticut,Samoa,Online,21d61301-407a-4667-b031-052495daffc3,FestiveBonanza
55f7138a-9019-488b-b0b5-e35348a649c1,47846.31,,Vacation,2023-08-19,Kimberlyville,New Jersey,New Zealand,Online,bb6b4274-64d3-4056-a678-cdab7687034e,
5a852f7b-d6eb-4c10-a9b1-6576f2cea5f4,10823.25,12.0,Education,2022-11-17,Brightstad,North Dakota,Haiti,Branch,d08bba05-50fa-4af3-9f7a-3f523d4f79a1,None
1b032760-1b13-4bb7-b4db-52636a2b00dd,6353.95,60.0,Education,2022-11-12,North Carlosshire,South Carolina,Somalia,Online,39b8e35f-363e-46a1-9e26-4c34d8dee6a0,Summer2023
2d4ae0a2-e919-4625-b7a8-52fba5e23aba,42844.14,12.0,Medical,2024-07-28,New James,Idaho,Greece,Branch,bd0a0741-0c84-46a1-8107-779ca6b729fc,None
818b411b-819c-4990-b1d9-3294903631c9,22518.34,12.0,Medical,2023-04-27,Port Megan,Wyoming,Panama,Branch,1d0577dc-8b4c-4024-96c5-2b0477e708b9,Summer2023
,42501.47,60.0,,2025-01-20,Pennytown,,Bulgaria,Agent,4e5f0432-b0de-4fcd-a8ea-4944a290cf2e,None
4d0d0115-a0a2-486b-8b81-0cc40556323d,44761.42,60.0,,2024-06-22,Kristinfort,Delaware,Brazil,Online,edff7330-597a-4f3c-b50f-a8dd7a2f99cb,FestiveBonanza
324dbf3c-0287-4606-82c0-5d2d484864ad,4060.42,36.0,Education,2025-03-02,East Albertshire,Michigan,Chile,Agent,f09a4d42-0d8c-4917-81cd-fc20efbbdf4a,None
5a6e9a3e-189b-4c1c-88f5-4a4a144f37e9,44289.77,60.0,Wedding,2024-02-04,Johnsonberg,South Carolina,Western Sahara,Online,0c38127a-7c8d-42ba-ba7a-26521ec14185,None
,22967.63,48.0,Vacation,2023-04-26,Smithchester,New Hampshire,Uruguay,Agent,4d832bd2-7668-4a03-994a-c5098148b522,Summer2023
,26011.19,12.0,Education,2022-10-09,Robertton,,United States Minor Outlying Islands,Agent,7eabd84d-0031-49ae-a35a-2c8cebd28782,
f8b12427-508a-4ee6-8b76-9e24f497b8f5,31703.03,,Education,2024-10-11,,North Dakota,Guernsey,Branch,6b869478-0f8c-4e2f-8f96-75fd7d1b78c9,Summer2023
a1d5049b-e5c5-4f59-b19c-904eb1ef4a5a,46392.75,24.0,Wedding,2024-01-10,Williamborough,Alaska,Israel,Branch,382b2067-4705-4f5d-8f92-52dd02dee775,FestiveBonanza
,1936.69,12.0,Home,2024-06-22,New Theresa,,Palau,Online,f8eeb3a1-b2c8-4a7a-bf03-82332c7781b2,FestiveBonanza
10b3631f-ff7a-4703-a872-c5db7388d7db,24365.33,24.0,Medical,2023-11-08,Lake Kiarafort,Illinois,Saint Helena,Online,feb596af-2a16-4461-b101-f41e494c2e6e,FestiveBonanza
b88e0212-b348-41c1-8c19-0caf29f25599,34698.38,12.0,Education,2024-03-19,Evansbury,Mississippi,Ethiopia,Agent,eff907dc-3071-40bb-b322-7022ac08c476,None
ade37c29-f28f-493f-baea-863e1ce3c62e,36412.64,48.0,Vacation,2022-10-27,Shannonchester,Alaska,,Agent,b7f738f6-c776-412a-ba6a-7fd890ec1af0,None
cfbad3ba-af31-484e-a5b7-5c7a9c458cf3,34934.09,48.0,Education,2022-12-05,Port Michael,Illinois,Latvia,Agent,86ed3e52-80f4-42d2-b7e1-3f26c14f65e7,FestiveBonanza
801296a5-e7e5-4fe5-97c2-8df69c446fe2,7587.32,48.0,Medical,2022-12-16,South Joshuaport,Missouri,Turks and Caicos Islands,,4c41fae7-1104-491b-93fe-1e1ad60cfbd8,FestiveBonanza
ab3262c5-e5d3-42b1-a040-2bd50cd1e120,15670.38,48.0,,2024-07-06,,Minnesota,Gabon,Online,8c9a18ae-198b-4567-93e7-f536d949f08d,None
29219e45-36e9-4c82-89df-dd297ca18341,18577.06,24.0,Medical,2023-12-19,West Thomasfurt,Mississippi,South Africa,Agent,,FestiveBonanza
01cfba76-02be-4060-a499-29d78f0e0b29,40417.42,24.0,Wedding,2022-12-29,New Katrina,Alaska,Gibraltar,Agent,27c64200-fd0f-4982-a714-3b8abd2cabc5,None
c3e6caaf-934e-44de-9c61-82765c045889,14659.23,12.0,Wedding,2023-05-14,Andersonhaven,Wyoming,Uzbekistan,Online,314d96ef-138e-4377-8b08-a7c3ca58a925,FestiveBonanza
c54f48e2-1904-4880-b6fb-25a352416acb,11324.54,48.0,Home,2024-05-14,North Calvinshire,Washington,Isle of Man,Agent,537acf2c-1af5-4302-a631-d26cd6b9a513,Summer2023
ac7c6bc2-d893-4dd2-8281-e0c90c745f2c,47914.95,60.0,Education,2024-03-02,North Kennethfort,Kansas,Jordan,Online,6538086f-a32a-45e8-afda-7b119a8b978b,
3ea9835c-2b0d-45c0-9839-428858afe577,1434.3,48.0,Home,2023-02-18,Riveraberg,Connecticut,Bahamas,Online,,FestiveBonanza
f3bb3e72-b739-468b-a8e6-20585ee3e4d6,49893.22,60.0,Education,2024-03-24,Bennettside,Nebraska,,Online,5cb73156-b892-40e8-89c0-84471b8d38ac,None
c4593e0e-35ee-4111-8776-4f56b71f0046,34164.24,24.0,Home,2023-09-26,Anthonyview,,,Branch,c25f4d6c-4d82-4fc9-844f-64ad2ce77c60,FestiveBonanza
dededcc8-fc18-4889-8f5c-08b807ce71ab,41595.0,36.0,Education,2023-10-05,Port Jessicaville,Kansas,Belarus,Branch,aad6f929-bce8-443c-b9fd-cfbcb7c4a7f1,FestiveBonanza
93ca740b-c768-4e2f-a770-1335a388dc80,15436.35,12.0,Car,2022-09-03,Lake Michelleshire,North Carolina,Ecuador,Online,e5a5c03d-4c17-471c-9c55-6c4829d7307a,None
1122cbdc-75e6-4340-85af-09e52cbbac08,1701.45,48.0,Home,,Desireeside,New Mexico,Greenland,Branch,4f1bd6a7-fcf2-4f79-a9ad-6ddcc5c45c84,FestiveBonanza
92f206e9-3c78-4e9e-a4c9-0cb82827bcaf,37155.61,24.0,Car,2024-06-17,New Lisa,New Mexico,Chile,Agent,d99a6b73-b221-42f6-9265-549c9d6fc8c6,FestiveBonanza
4127717f-db28-4875-b201-0d11a75dfb7e,41873.09,12.0,Home,2025-05-02,West Bryanchester,North Dakota,Maldives,Agent,f871f45e-5eb0-404c-825c-756b5c9caa57,FestiveBonanza
20db6272-d208-460a-93bf-f26f4ea73194,37283.33,12.0,Home,2024-08-20,West Karen,Michigan,Seychelles,Branch,3e7a3274-0077-4d6d-bda7-f6bb63260151,FestiveBonanza
,7999.66,60.0,Education,2024-06-30,Port Lauraburgh,Arkansas,Martinique,Agent,8491dd15-79ed-4c21-b5ec-e1aedffd5239,FestiveBonanza
133fc230-34ba-455b-9ffd-36db58cd3dc3,37917.97,36.0,Medical,2024-01-29,Thompsonshire,California,Iraq,Branch,13d8bd71-f320-4558-bf5f-4fe62cca8b2a,None
e445cd98-9822-4d88-82a7-6baaf4a67883,38677.22,60.0,Car,2024-03-05,North Natashabury,North Carolina,Indonesia,Online,41fc2453-9c6a-452d-b56c-9613cabb1953,None
2b78aa5f-fbaa-4d08-a7d4-e3753916d641,33268.49,48.0,Medical,2023-11-07,New Maryberg,Arkansas,Northern Mariana Islands,Agent,5e32eae2-9413-4029-8699-b04c377fa2f3,FestiveBonanza
dd3bf344-aa9f-48fa-a347-d8041a730a74,,24.0,Wedding,,New Stacy,South Dakota,Colombia,Branch,67f35125-c960-4134-9e6a-e29a312d1bda,Summer2023
72494039-30ac-4a5c-9e4e-07abaabd0857,42450.15,60.0,Wedding,2024-12-06,Lake Alejandrahaven,Wisconsin,Suriname,Agent,b6de1dc8-7018-4cfc-bd1b-785310d827a4,FestiveBonanza
7c5a2bf8-698c-4376-9ae1-a44972d6c09d,31066.6,48.0,Car,2024-06-04,Smithmouth,Hawaii,Kazakhstan,Branch,e1d748eb-0eff-4a6d-ac9a-c0398c577026,FestiveBonanza
86cb41cf-6c46-41d5-b4b8-1bd8783f9faf,5341.63,60.0,Home,,Randymouth,Montana,Nicaragua,Agent,6fd5ea5f-4136-4abf-9622-2070f2c32c22,FestiveBonanza
41b47527-8481-4a4e-a0fc-c186bac053d0,24893.76,36.0,Wedding,2025-03-08,Delgadomouth,Ohio,Cyprus,Online,e5c83377-849c-45b4-8af4-1b807f1f02e9,Summer2023
db8bbe3e-f8e1-4a2b-90b7-f09ccaf7d0c7,4804.82,12.0,Vacation,2024-09-03,Shahhaven,North Dakota,Norfolk Island,Agent,80c8012a-cf28-4524-a435-600d51833029,None
45a12c33-3945-4846-b1e0-595ccd2cdf05,20969.61,36.0,Vacation,2024-10-30,South Christopherborough,Hawaii,France,Agent,d4c80cd1-4476-4c60-ac12-286178aeaa59,Summer2023
90bf66e2-a1b2-459e-938c-24d983f6db58,20948.22,60.0,Home,2023-10-26,West Joelville,Utah,El Salvador,Online,550b3a33-987d-42ae-b282-3e79b340fdec,None
171a517c-c0b6-40ab-9368-99f914d59e1b,4234.48,60.0,Vacation,2025-01-20,South Ryanmouth,Missouri,Paraguay,Online,39102507-a56d-4d6c-b887-b17bda7f5a79,None
ab5c89a4-caff-4e80-acc0-a9f577e40d86,18092.21,60.0,Car,2023-06-28,Craigburgh,Oregon,Brunei Darussalam,Branch,3997f25f-9459-4925-bbf6-8ef3f3f186bb,None
e8b517a4-f02f-41e6-8867-a5fc31603402,6438.91,,Home,2024-07-03,Gomezton,,Saint Vincent and the Grenadines,Agent,bdedc2c2-c11c-4563-b45d-052ced8cbf68,None
efef8774-385f-410f-b5a4-98ff42fc8700,40603.53,24.0,,2024-12-11,New Alextown,North Carolina,Turkmenistan,Branch,7905ad51-5319-48e8-9b5e-c7a73408e4f9,Summer2023
b47f17ba-e6dd-485f-8a51-2ecf66fd8f8d,47436.71,24.0,Wedding,2025-05-29,Kevinchester,,Saint Helena,Agent,99680629-af7d-41df-afd7-ccc8117bb060,FestiveBonanza
004e5374-1cb8-4ad4-8cfb-a71397c1ee9a,4543.51,12.0,Vacation,2022-10-28,Jodiville,New York,Brazil,Agent,0438e57e-8ea3-47b9-b300-29f1c66a78e0,FestiveBonanza
27cf9a1f-d041-4261-a28e-cf8671a9f46e,47800.65,,Vacation,2022-09-17,Cindystad,Alaska,Bermuda,Online,be6a403a-88f5-4af9-bfb4-1a6122874a4e,FestiveBonanza
74db4a36-a6c1-4501-884c-7bd7e3647780,26606.25,12.0,Education,2024-11-11,Lisabury,Maryland,Jordan,Branch,e492b170-9480-4319-a119-97ca0b00b2e2,Summer2023
63a53b02-7ad1-4f71-944f-e918c75cba49,15678.72,48.0,Home,2023-01-16,Kingtown,North Dakota,Uzbekistan,Agent,4ca2b2cc-b719-459b-a7c3-1579a64fd5c5,FestiveBonanza
5d294ced-0bfe-48f8-9eb5-fb5bcffde2b4,4766.24,48.0,Education,,Petersonmouth,Vermont,Guinea-Bissau,Online,06d4b9eb-9d0e-4c89-85f4-258813cfcb67,Summer2023
,25530.59,12.0,Vacation,2024-01-06,North Brooke,Utah,Saint Kitts and Nevis,Online,e9cecbda-4370-4d48-81ad-ce2725dda07a,FestiveBonanza
b1610bca-01e1-4ee5-b421-79bf1d6c1121,39931.26,24.0,Car,2025-05-24,Timothystad,Maine,,Branch,0e2ba774-92dd-47e4-a276-2367d527d5fd,Summer2023
85f1b2d5-7e42-4db6-a92a-c200f8d3b4d1,35647.24,24.0,Education,2023-07-09,Rodriguezside,Oregon,Syrian Arab Republic,Branch,1263e454-bac4-4cc6-bde9-cb8c619fd771,None
c5f3dc19-b0b0-4c41-98aa-97dbecdc0532,3461.07,24.0,Home,2023-04-23,Johnview,Rhode Island,,Agent,4c8ca356-e601-4444-96d1-8a1de04b5b11,FestiveBonanza
8d30cead-49f0-4962-83e6-5d749fe25e26,4572.19,24.0,Home,2025-01-17,Cherryport,South Dakota,Hong Kong,Agent,954997a2-084a-459a-aba0-3a4f7f3844ff,Summer2023
7d40921a-787b-4d1e-a7f7-ac09dca69023,20740.79,36.0,Medical,2025-05-15,Port Claire,Minnesota,Bermuda,Online,867926dd-c798-4718-a10c-ab4f14d85862,
34820ff1-fdce-4f67-baae-ebfaad3bac36,15469.23,24.0,Medical,2024-01-15,,Missouri,Isle of Man,Branch,5be43b44-c2ae-49a8-89de-d8055f0ba04a,FestiveBonanza
f90e804d-8782-4c9c-9321-77d4d5c5fb84,12386.83,,Home,2024-05-25,Hensonport,South Carolina,Chad,Online,e020bf65-397d-4da2-b276-b012d850a883,Summer2023
c0927e0a-6fed-458e-83a4-c4bd870b790f,14769.22,24.0,Vacation,2022-07-24,Angelaport,Rhode Island,Poland,Agent,c84a4228-6f66-4450-a122-7c2fa60d247a,Summer2023
cb49c324-471a-4298-8cbd-f718094e374d,40370.65,48.0,,2022-09-30,Port Ivanside,New York,South Georgia and the South Sandwich Islands,Agent,002fead5-bc74-45fe-98cc-391e78807513,FestiveBonanza
6b2b1315-24d9-4034-bbfa-f429bb9ae8be,46532.17,12.0,Education,2025-01-14,West Bethfort,Rhode Island,Moldova,Online,903e85f5-e04d-4533-a549-f31a78787c8a,FestiveBonanza
,20850.03,48.0,Vacation,2022-11-29,Smithmouth,Arkansas,Isle of Man,Branch,4f862c06-1942-4786-b342-41aa4ff3a938,Summer2023
8255280f-c11a-42be-90c6-0681fb10a0ba,45399.44,48.0,Home,2022-10-09,Gilbertland,New Mexico,Finland,Branch,9a688f83-ef5e-4779-a971-efd1a8f80e07,None
28cbc98b-b57d-4f09-b7f1-1648039a2523,16753.29,24.0,Home,2023-05-14,Sullivanhaven,Tennessee,Samoa,Branch,590a50a1-454c-4630-815d-468db0555134,None
ccb15e60-b9e2-411a-925c-4e1fbb9aea47,24345.41,60.0,Wedding,2025-04-17,Selenaborough,Maine,New Zealand,Online,2fcf32c3-5fb0-47de-a155-333cf4606bf0,Summer2023
414dd717-9605-4f42-b6c8-b7acf4434c71,12075.42,60.0,Wedding,2023-07-24,New Nathan,New Jersey,Bhutan,Online,3408c6ea-b542-4a0f-b48c-504f44179923,
361d08cd-1993-4748-ac4e-e15e54a3383f,32383.33,60.0,Medical,2024-11-26,Devinshire,Ohio,Switzerland,Branch,5adfa336-8565-49e8-b9f6-c935a759cec8,Summer2023
0bcf37b1-ee87-4b9f-a860-d7ab6845058e,48970.07,60.0,Car,2024-10-20,New Williamview,North Carolina,Lao People's Democratic Republic,Online,8d056a8f-1007-4967-9975-b8a2fced4d06,FestiveBonanza
fb80b918-8da3-4516-8549-fdc8eb90abc8,30571.16,60.0,Car,2024-05-12,North Briannamouth,West Virginia,Sri Lanka,Online,ef6dd8be-ab59-4141-9abe-86b7981d788e,None
34e00182-a008-45b9-9953-878cf4e8c26b,18532.89,48.0,Vacation,2025-05-15,Meyerston,North Carolina,Ireland,Branch,eb8c7a50-502f-4a37-9967-e0e3ba0bc666,Summer2023
2fc0c729-bf2c-4b64-a6aa-22658a1ee110,32743.05,12.0,Medical,2024-07-31,New Alicia,,Eritrea,Agent,d22633d9-2e8d-454a-bfd6-ad1108a1cab0,FestiveBonanza
1864133a-6a76-40c9-b2b9-153895a5b2e5,7023.11,24.0,Home,2025-04-30,West Amy,Maryland,Denmark,Online,e2b92a50-4e89-40a4-975a-5d18740ed381,FestiveBonanza
6b8577c1-a9af-4407-a74f-6e8fb6405fa0,44544.29,36.0,Vacation,2023-03-06,,Kansas,Togo,Branch,39742ee7-f46d-4d88-a451-7d11370e15ce,None
16862f33-81c0-4163-9f9f-505444e58690,25651.11,48.0,Education,2023-10-02,,Wyoming,Netherlands Antilles,Agent,c05c9907-bcc4-476a-97bd-f6729938c385,Summer2023
0bb25513-fc00-4881-8afe-a07b69297f84,23018.14,60.0,Vacation,2023-03-20,New Ian,Indiana,Tonga,Branch,3a1bf869-5ddd-4e3f-908d-d90c0f632113,Summer2023
c4761ed2-43ef-49e9-9a27-64d30e04e803,29707.37,24.0,,2023-02-08,Amyport,,Guernsey,Agent,0d6cf51d-88af-451c-aa0a-9eedaaa8490b,None
71e22a87-4b2f-41e9-baae-e2cb0cfd7a76,31614.41,12.0,Education,,East Ricky,Oklahoma,Maldives,Online,bfa5a6a9-844f-44f2-8048-68a4a1815d78,FestiveBonanza
f8f2229c-f461-4cd3-b5af-8236db0decf5,4517.01,12.0,Car,2022-08-08,Port Brandy,Maine,Samoa,Agent,69029fef-e0a5-45f1-8792-d0b50d2ff4c1,None
71a8cf45-a9d0-45c6-956b-f629da3c0298,34448.24,36.0,Medical,2024-04-30,Hernandeztown,Arizona,Bulgaria,Online,3e86499e-d646-470a-8891-d69f9f56ab8d,None
c5901d6f-6774-426c-aca7-2a65957a1afe,,60.0,Education,2024-07-11,Hernandezborough,Alaska,Madagascar,Agent,e3c87ca6-b422-4bc7-9131-6a8b5e89a43e,FestiveBonanza
82b6ac61-af5f-43f9-8079-8ab70c9752b3,35983.68,36.0,,2025-06-16,,Utah,Haiti,Branch,a61b402c-24a2-4d74-a2ac-ada8e2f09f0f,FestiveBonanza
070892d2-71ff-47f1-baa6-5237d9f60a0d,41304.2,24.0,Wedding,,Port Larrybury,Maine,Martinique,Branch,e5b5e808-dbe2-436a-92cc-08c3eb0d306e,FestiveBonanza
55b0ff13-e46b-4309-93d1-fe6847d64a48,40393.97,24.0,Medical,2024-08-12,North David,Pennsylvania,Afghanistan,Agent,226dd3ad-6c21-4411-9e1e-d6ab6ee680f8,FestiveBonanza
f345fdc3-55c2-454c-acd5-058835a3f2b5,28072.55,12.0,Wedding,2023-02-05,East Terry,Iowa,Central African Republic,Online,bb79e006-a1e0-4a49-9ce6-d214cc360def,None
64c15f74-e0f6-49c3-816c-efc9c8ccbc7f,26488.32,12.0,Vacation,2025-04-17,Whiteville,Rhode Island,Antigua and Barbuda,Branch,7d883bed-40ea-4b33-b407-882e35bf28dc,Summer2023
f41cb97a-9be7-42f6-8e9c-4619fc2a5658,8000.92,12.0,Wedding,2023-05-09,Port Johnathan,Connecticut,Mongolia,Online,08e1fa4b-d5fc-4482-9682-943c33c3566c,FestiveBonanza
84e766b2-587e-4eea-a976-94a7289dfc74,38991.96,60.0,Wedding,2022-10-06,New Johnchester,Arizona,Zimbabwe,Agent,0aed9acb-e5ed-4432-922a-2e62e6a43f59,FestiveBonanza
ddaeaca4-167d-417f-a2f2-4a1a77c98865,14299.06,48.0,Vacation,2024-02-14,East Selena,Maine,Belgium,Online,461b96ff-3aaa-47be-a77a-87d41629e309,None
4c0c7694-1aa7-45de-930d-c6da429f839b,,12.0,Vacation,2024-03-13,West Deannaview,Florida,Armenia,Online,4f97fd38-d781-42e7-ad31-ad6eb3aacdf7,None
7158e68f-7463-47c1-96c3-56a12aa5492b,14929.43,48.0,Wedding,2023-10-22,,South Carolina,Russian Federation,Online,f11d507f-a1fa-465b-abf1-7bd92b1b3e06,FestiveBonanza
3e300509-9c53-4216-a9c1-32d7d9beff5c,,48.0,Vacation,2024-06-25,Katherinefort,Wisconsin,Saint Kitts and Nevis,Branch,9a12f125-9fad-42c2-81de-2605e20277cc,FestiveBonanza
0ddd3424-63c4-487f-90e9-8434680f1a11,31848.33,24.0,Wedding,2023-07-30,Andersenbury,Pennsylvania,Nauru,,,Summer2023
158994e9-2c7a-41cc-9ef7-6c5c9c9708a3,3662.27,48.0,Education,2025-02-28,Lake Joshuastad,Texas,Marshall Islands,Online,7881d30e-25f0-4261-8387-7f5322287fa4,FestiveBonanza
,37683.62,12.0,Car,2024-12-03,Acostaport,Vermont,Iceland,Agent,e2b72bb7-8931-4086-b0a4-7a76f1c8553c,Summer2023
0de84875-abc5-4c9c-83fd-09a96299a2fc,16561.75,36.0,Wedding,2025-04-01,East Tara,,,Agent,fdc5a3a5-5200-428d-93c2-41d94e299fde,FestiveBonanza
668e1fdd-4449-4baa-97a8-a85a060e9ad1,1006.6,24.0,,2024-11-18,Megantown,Connecticut,Peru,Agent,1596cc6d-2cd9-4b1b-8135-0ab4c274ffe1,None
a9e94fa4-d6e1-4af9-8d71-d483244a4a47,26045.33,36.0,Wedding,2025-05-05,Marystad,Massachusetts,Panama,Online,7a3c61e0-a2cf-47e9-ba90-5fb4c089b8a2,
634f5078-d614-48cf-9d08-47951b215799,3295.74,48.0,,2023-11-13,East Michealfurt,Kansas,Monaco,,5dbb6e74-942e-4a2d-b866-a8b070ae4aa2,FestiveBonanza
a164f1c3-0aa2-4506-a7d6-313f0702091b,14532.31,48.0,Wedding,2023-06-16,Davidstad,Delaware,Honduras,Agent,237c8a3d-277f-4238-a001-8e4ad3a4fa71,None
,35641.85,24.0,,2024-01-12,New Nicole,Vermont,Jamaica,Online,79d9e313-b0bc-411c-ac53-b53423f38ef2,None
edd1a107-efc7-479a-8e9b-826680ad86ac,4071.79,48.0,Home,2025-02-04,Davisshire,Iowa,Colombia,Branch,d5a72a3b-e68b-4a1f-a572-79ef6c61e30f,None
1876eaa5-e901-4c95-b1e3-433801751e59,42127.59,60.0,Medical,2024-03-05,East Christopherchester,Minnesota,Northern Mariana Islands,Online,50fc9ccd-d243-46e6-aa39-880b51c8d5a7,None
8377d87d-e39c-47e6-bb60-862ab71c670d,1187.18,24.0,,,Port Susan,Arkansas,Palau,Agent,49d92f52-2ba8-4585-8cdb-a5851889c766,None
ec90b783-d45c-47a0-a1c9-363f91505c52,13094.37,60.0,Vacation,2023-11-13,Aaronton,Iowa,,Online,9e00725e-a8ad-46e6-aeb8-0110058ef975,Summer2023
80bd6ce8-6e1d-4e01-a9e6-e0d5438d3ed1,37304.3,60.0,Car,2025-07-15,Vazquezchester,Texas,,Agent,09b87a57-f534-4b70-a98e-6e6a5e5ffe9f,Summer2023
25f75209-92e7-43ee-bc31-cab271de411a,16497.24,24.0,Education,2024-03-12,South Kimberly,Hawaii,Libyan Arab Jamahiriya,Agent,8d848217-b613-4610-a500-26e2c321637c,Summer2023
e625a995-8e75-4370-826f-67da3ba156bf,5992.73,60.0,Wedding,2024-09-07,Melissaburgh,Michigan,Liechtenstein,Branch,,Summer2023
8891074b-f211-4a0c-a950-ec906f15f48a,18651.46,12.0,Wedding,2023-08-28,Bishopberg,Colorado,Sri Lanka,Agent,c549eaa0-2d5b-4f45-9a63-563b5087d244,None
8fb3f2c1-1041-40f2-bcb8-818dd9c0e40b,14249.27,60.0,Education,2024-12-05,Kellystad,Louisiana,Turkey,Agent,2368865b-0a7b-43aa-8083-63d08ee14c71,None
a63bc3a0-4382-4f32-94ae-eb92679d9938,42292.88,48.0,Home,2025-04-01,Hernandezhaven,Louisiana,Burkina Faso,Branch,797bea37-106a-4be6-aeda-f210879479f2,None
5e413ee9-b7bd-40d8-8de1-77af1d83f582,16354.05,12.0,Education,2022-12-27,North Sara,Nevada,Venezuela,Branch,e4d739bf-106f-4a2c-9e0e-5694cd406506,FestiveBonanza
7887de16-b3fa-44ba-b8e3-55e0cd61853d,39657.69,36.0,Home,2023-12-10,Phillipborough,Texas,,Agent,81011799-3d80-4a6b-b09b-0785af3a7972,None
a6bd5406-facc-44bc-a62f-d88f5071d91a,44701.74,48.0,Medical,,West Kimberlymouth,Alabama,Chad,Branch,49576d73-e911-492d-8e8b-f1eee0e17451,None
37f64fb8-f10d-4cb2-a88f-1d5fdbef6dd7,22257.05,12.0,Wedding,2022-12-31,Lake Patriciaville,North Carolina,India,Online,5c103a47-f883-49a4-ac69-cb8345a25c16,Summer2023
7cab76a4-e21f-4bdf-b5e2-dffe87ee6fda,45587.21,36.0,Medical,2023-07-31,Lindseyton,Utah,Austria,Agent,,FestiveBonanza
ad345e28-b72a-4a14-89c5-b281912dd45e,19488.58,36.0,Home,2024-09-28,Kylebury,New Jersey,Liberia,Branch,8d60f974-c80b-473d-8d52-fd0d6d48751b,Summer2023
962caae3-ae29-4b05-9a26-f491008c7f0b,48239.84,36.0,Home,2024-11-01,Lauramouth,Georgia,Cuba,Agent,b7e951c6-8a70-4336-9d88-55ec13753363,Summer2023
92a341be-c34d-42c7-b9bf-99e94f2f9fae,5375.19,24.0,Wedding,2022-11-13,New Jeromeport,Wyoming,Afghanistan,,e8893ace-ea04-41a2-8daa-4e2378e8a463,Summer2023
cbb68177-43ef-4613-a130-a63fe910b958,34663.94,24.0,Car,2023-04-28,Mercedesside,New Hampshire,Martinique,Online,d9fd192e-4f73-4646-926d-58ebc90e2827,FestiveBonanza
07787499-1431-47ae-b3a6-7e7cd79f626a,25196.89,36.0,Home,2022-12-08,Lake Andrewland,,France,Agent,,None
e38c626f-eb02-41b5-9a8a-ffb66800b4e0,19994.79,12.0,Home,2024-10-23,Khanville,California,,Branch,10eda198-79dc-4904-bb92-f74d4517a4a4,FestiveBonanza
